dam_name,county,state,condition_assessment_standardized,hazard_standardized,last_inspection_date,year_dam_completed,latitude,longitude,state2
Senator Young Dam,Cavalier_ND,ND,poor,high,2016-07-12,1961,48.75204,-98.01825,North Dakota
Tioga Dam,Williams_ND,ND,poor,high,2018-05-09,1963,48.40695,-102.9319,North Dakota
Brule Creek 1-A,Keith_NE,NE,poor,high,2018-06-19,1970,41.1128671,-101.9112172,Nebraska
Little Indian Creek 15-A,Gage_NE,NE,poor,high,2017-11-16,1955,40.40838624,-96.75511540000001,Nebraska
North Oak Creek 1-A,Lancaster_NE,NE,poor,high,2018-05-16,1979,41.03408966,-96.83708554,Nebraska
Plum Creek 4-F,Pawnee_NE,NE,poor,high,2018-05-09,1969,40.12971291,-96.38599426,Nebraska
Spring Creek 19-B,Dawson_NE,NE,poor,high,2018-04-25,1979,41.01381307,-100.0157332,Nebraska
Upper Salt Creek 3-A,Lancaster_NE,NE,poor,high,2018-04-12,1955,40.61041486,-96.7255682,Nebraska
Alton Power Dam,Belknap_NH,NH,poor,high,2016-07-01,1923,43.4577,-71.2308,New Hampshire
Babbidge Reservoir Dam,Cheshire_NH,NH,poor,high,2017-12-21,1931,42.9338,-72.2202,New Hampshire
Bow Lake Dam,Strafford_NH,NH,poor,high,2016-11-30,1832,43.2413,-71.1525,New Hampshire
Chesham Pond Dam,Cheshire_NH,NH,poor,high,2017-10-02,1921,42.9376,-72.1386,New Hampshire
Cheshire Mills Lower Dam,Cheshire_NH,NH,unsatisfactory,high,2015-06-25,1848,42.9444,-72.0926,New Hampshire
Childs Bog Dam,Cheshire_NH,NH,poor,high,2017-10-02,1924,42.9518,-72.1235,New Hampshire
Corcoran Pond Dam,Grafton_NH,NH,poor,high,2017-05-10,1976,43.95,-71.5047,New Hampshire
Dells Pond Outlet Dam,Grafton_NH,NH,poor,high,2016-10-06,1935,44.3122,-71.7977,New Hampshire
Exeter Reservoir Dam,Rockingham_NH,NH,poor,high,2017-11-15,1886,42.9872,-70.9331,New Hampshire
Goffstown Upper Reservoir Dam,Hillsborough_NH,NH,poor,high,2018-04-30,1930,42.9944,-71.5958,New Hampshire
Gregg Lake Dam,Hillsborough_NH,NH,poor,high,2017-08-21,1908,43.0391,-71.9786,New Hampshire
Grist Mill Pond Dam,Grafton_NH,NH,poor,high,2017-10-23,1924,43.6947,-71.63,New Hampshire
Highland Lake Dam,Cheshire_NH,NH,poor,high,2018-04-23,1911,43.0792,-72.0933,New Hampshire
Howe Reservoir Dam,Cheshire_NH,NH,poor,high,2017-10-02,1924,42.9267,-72.1298,New Hampshire
Jackman Reservoir Dam,Hillsborough_NH,NH,poor,high,2016-10-19,1926,43.1108,-71.9486,New Hampshire
Lower Damon Reservoir Dam,Cheshire_NH,NH,poor,high,2017-08-09,1832,42.7239,-72.0796,New Hampshire
Lower Reservoir Dam,Grafton_NH,NH,poor,high,2017-09-22,1893,43.7197,-72.2494,New Hampshire
Macallen Dam,Rockingham_NH,NH,poor,high,2016-06-03,1887,43.0811,-70.9347,New Hampshire
Mendums Pond Dam,Rockingham_NH,NH,poor,high,2017-10-12,1840,43.1627,-71.0686,New Hampshire
Merrimack River  Right Bank Fdr,Hillsborough_NH,NH,poor,high,2017-06-22,1949,42.7633,-71.4447,New Hampshire
Merrymeeting Lake Dam,Strafford_NH,NH,poor,high,2017-11-17,1924,43.4772,-71.1794,New Hampshire
Minnewawa Dam,Cheshire_NH,NH,poor,high,2017-08-09,1923,42.9169,-72.1786,New Hampshire
Northwood Lake Dam,Merrimack_NH,NH,poor,high,2017-12-04,1926,43.2197,-71.2911,New Hampshire
Pawtuckaway Lake Dollof Dam,Rockingham_NH,NH,poor,high,2016-11-30,1842,43.0726,-71.15100000000001,New Hampshire
Pemigewasset River Levee,Grafton_NH,NH,poor,high,2017-11-30,1960,44.0468,-71.66199999999999,New Hampshire
Penacook Lake Dam,Merrimack_NH,NH,poor,high,2016-12-13,1873,43.2425,-71.5765,New Hampshire
Pickpocket Dam,Rockingham_NH,NH,poor,high,2018-03-07,1920,42.9699,-71.0012,New Hampshire
Pine Mill Dam,Grafton_NH,NH,unsatisfactory,high,2017-10-05,0,44.0876,-72.0237,New Hampshire
Pittsfield Mill Dam,Merrimack_NH,NH,poor,high,2018-05-18,1920,43.3055,-71.3311,New Hampshire
Sawyers Mill Lower Dam,Strafford_NH,NH,poor,high,2016-12-14,1935,43.1783,-70.875,New Hampshire
Squam Lake Dam,Grafton_NH,NH,poor,high,2017-07-28,1856,43.7052,-71.6297,New Hampshire
Suncook Lake Dam,Belknap_NH,NH,poor,high,2016-11-22,1882,43.3597,-71.2666,New Hampshire
Taylor River Pond Dam,Rockingham_NH,NH,poor,high,2016-12-15,1949,42.9322,-70.8641,New Hampshire
Uncanoonuc Lake Dam,Hillsborough_NH,NH,poor,high,2017-10-13,1936,42.9888,-71.5772,New Hampshire
Upper Kimball Pond Dam,Carroll_NH,NH,poor,high,2016-05-17,1800,44.0972,-71.0069,New Hampshire
Upper Wilson Pond Dam,Cheshire_NH,NH,poor,high,2017-05-24,1925,42.9086,-72.2577,New Hampshire
Whites Pond Dam And Dike,Merrimack_NH,NH,poor,high,2017-09-28,1890,43.3019,-71.3175,New Hampshire
Alto Lake Dam,Lincoln_NM,NM,poor,high,2018-01-23,1965,33.3961,-105.6714,New Mexico
Anthony Arroyo Dam No. 1,Dona Ana_NM,NM,poor,high,2017-03-21,1974,32.0036,-106.5799,New Mexico
Apache Brazito Mesquite Dam No. 1,Dona Ana_NM,NM,poor,high,2014-05-21,1964,32.2272,-106.6962,New Mexico
Apache Brazito Mesquite Dam No. 2,Dona Ana_NM,NM,poor,high,2014-05-21,1965,32.1924,-106.671,New Mexico
Apache Brazito Mesquite Dam No. 3,Dona Ana_NM,NM,poor,high,2014-05-22,1964,32.17792,-106.66114099999999,New Mexico
Apache Brazito Mesquite Dam No. 4,Dona Ana_NM,NM,poor,high,2014-05-22,1964,32.1596,-106.6518,New Mexico
Bear Canyon Dam,Grant_NM,NM,poor,high,2018-02-28,1937,32.883109999999995,-107.99236,New Mexico
Breedlove Flood Control Dam,Dona Ana_NM,NM,poor,high,2015-03-16,1996,32.045,-106.5921,New Mexico
Caballo Arroyo Dam No. 1,Sierra_NM,NM,poor,high,2015-06-02,1959,32.86861,-107.28602,New Mexico
Caballo Arroyo Dam No. 2,Dona Ana_NM,NM,poor,high,2015-04-21,1959,32.7634,-107.26100000000001,New Mexico
Caballo Arroyo Dam No. 3,Dona Ana_NM,NM,poor,high,2015-04-22,1959,32.716198999999996,-107.20724799999999,New Mexico
Cabresto Dam,Taos_NM,NM,poor,high,2016-06-17,2012,36.7462,-105.4991,New Mexico
Carson Dam,Taos_NM,NM,poor,high,2014-04-18,1935,36.4212,-105.8343,New Mexico
Cimarroncito Dam,Colfax_NM,NM,poor,high,2017-05-25,1948,36.48141,-105.05463,New Mexico
Cottonwood-Walnut Site #6,Eddy_NM,NM,poor,high,2015-04-01,1986,32.922134,-104.571893,New Mexico
County Line Detention Dam,Sierra_NM,NM,poor,high,2015-06-02,1956,32.78141,-107.26561000000001,New Mexico
Crow Broad Placitas Dam No. 1,Dona Ana_NM,NM,poor,high,2017-02-01,1969,32.5314,-106.9936,New Mexico
Crow Broad Placitas Dam No. 2A,Dona Ana_NM,NM,poor,high,2017-01-31,1971,32.715070000000004,-107.27812,New Mexico
Dona Ana Site 1,Dona Ana_NM,NM,poor,high,2017-03-22,1956,32.3914,-106.7987,New Mexico
Fillmore Site 1 Dam,Dona Ana_NM,NM,poor,high,2017-03-21,1962,32.252386,-106.710858,New Mexico
Gardner Dam,Dona Ana_NM,NM,unsatisfactory,high,2017-03-21,1950,31.902128,-106.68528799999999,New Mexico
Green Canyon Dam,Sierra_NM,NM,poor,high,2015-06-02,1972,32.80746,-107.27861000000001,New Mexico
Hackberry Draw Site No. 2 Dam,Eddy_NM,NM,poor,high,2015-03-31,1967,32.413810999999995,-104.30820600000001,New Mexico
Hatch Valley Arroyo Dam No. 1,Dona Ana_NM,NM,poor,high,2015-04-22,1958,32.723936,-107.22899299999999,New Mexico
Hatch Valley Arroyo Dam No. 2,Dona Ana_NM,NM,poor,high,2015-04-22,1957,32.7175,-107.2099,New Mexico
Hatch Valley Arroyo Dam No. 6,Dona Ana_NM,NM,poor,high,2015-04-21,1957,32.760958,-107.247123,New Mexico
Hatch Valley Arroyos Dam No. 3,Dona Ana_NM,NM,poor,high,2017-01-31,1958,32.701855,-107.199047,New Mexico
Hatch Valley Arroyos Dam No. 4,Dona Ana_NM,NM,poor,high,2017-02-01,1957,32.683683,-107.088917,New Mexico
Hatch Valley Arroyos Dam No. 5,Dona Ana_NM,NM,poor,high,2017-01-31,1958,32.643939,-107.138272,New Mexico
Houston Arroyo Dam,Valencia_NM,NM,poor,high,2015-02-16,1968,34.67865,-106.79121,New Mexico
Jackson Lake Dam,San Juan_NM,NM,poor,high,2017-05-23,1919,36.809,-108.2236,New Mexico
Jaritas Reservoir B Dam,Colfax_NM,NM,poor,high,2013-11-13,1917,36.244,-104.3828,New Mexico
Kight Flood Retard Dam,Dona Ana_NM,NM,poor,high,2014-02-03,1955,32.7745,-107.2648,New Mexico
La Luz-Fresnal East Reservoir,Otero_NM,NM,poor,high,2018-01-24,1993,32.97034,-105.93443,New Mexico
La Luz-Fresnal North & South Reservoirs,Otero_NM,NM,poor,high,2018-01-24,1961,32.97287,-105.93351000000001,New Mexico
La Mesilla Site 1 Dam,Rio Arriba_NM,NM,poor,high,2017-06-09,1970,35.957066999999995,-106.061259,New Mexico
Laguna Del Campo Dam,Rio Arriba_NM,NM,poor,high,2016-03-15,1940,36.7138,-106.584,New Mexico
Lake Maloya Dam,Colfax_NM,NM,poor,high,2017-05-24,1914,36.983909999999995,-104.37535,New Mexico
Lauson Arroyo Flood Detention Dam,Dona Ana_NM,NM,poor,high,2017-03-21,1996,32.02858,-106.57746999999999,New Mexico
Lower Nielson Retarding Dam,Cibola_NM,NM,poor,high,2016-03-03,1987,35.251999999999995,-107.9889,New Mexico
Lower Vallecito Dam,Sandoval_NM,NM,poor,high,2016-06-03,1947,35.684877,-106.655054,New Mexico
Lucero Detention Dike,Dona Ana_NM,NM,poor,high,2017-03-22,1951,32.48036,-106.91286000000001,New Mexico
Marie Street Dam,Sierra_NM,NM,poor,high,2015-03-04,1960,33.14181,-107.25344,New Mexico
Mariposa Dam,Bernalillo_NM,NM,poor,high,2016-01-14,1983,35.1564,-106.6947,New Mexico
Mcgaffey Lake Dam,Mckinley_NM,NM,poor,high,2016-04-18,1937,35.3765,-108.5141,New Mexico
Miami Lake Dam No. 2,Colfax_NM,NM,poor,high,2017-06-20,1913,36.3461,-104.8927,New Mexico
Morphy Lake Dam,Mora_NM,NM,poor,high,2017-06-20,1940,35.941379,-105.400474,New Mexico
Picacho North Dam,Dona Ana_NM,NM,poor,high,2014-03-18,1954,32.3536,-106.8548,New Mexico
Picacho South Dam,Dona Ana_NM,NM,poor,high,2014-03-18,1954,32.3447,-106.8593,New Mexico
Porter Whisenhunt Dam,Dona Ana_NM,NM,poor,high,2015-03-16,1959,32.6511,-107.1185,New Mexico
Power Lake Dam,Guadalupe_NM,NM,unsatisfactory,high,2015-11-18,1927,34.926798,-104.6801,New Mexico
Prop Canyon Site 1 Dam,Cibola_NM,NM,poor,high,2015-04-30,1960,35.266,-107.9958,New Mexico
Prop Canyon Site 2A Dam,Cibola_NM,NM,poor,high,2015-04-30,1961,35.2477,-107.9745,New Mexico
Railroad Dam No.1,Guadalupe_NM,NM,poor,high,2015-11-18,1907,34.955659999999995,-104.65793000000001,New Mexico
Railroad Dam No.2,Guadalupe_NM,NM,poor,high,2015-11-18,1922,34.955659999999995,-104.64568,New Mexico
Ramah Dam,Mckinley_NM,NM,poor,high,2016-04-19,1900,35.1452,-108.4897,New Mexico
Rc&D Project Measure 83 Dam,Taos_NM,NM,poor,high,2014-03-19,1967,36.404331,-105.562354,New Mexico
Running Water Draw Site 1 Dam,Curry_NM,NM,poor,high,2015-04-21,1975,34.518,-103.1495,New Mexico
San Mateo Lake Dam,Cibola_NM,NM,unsatisfactory,high,2016-04-18,1935,35.3237,-107.6338,New Mexico
Sand Hill Arroyo Dam,Dona Ana_NM,NM,poor,high,2018-02-27,1957,32.38074,-106.74088,New Mexico
Santa Cruz Site 1 Dam,Rio Arriba_NM,NM,poor,high,2016-10-26,1962,36.0102,-105.9184,New Mexico
Santa Cruz Site 2G Dam,Rio Arriba_NM,NM,poor,high,2016-10-14,1982,36.0145,-105.9354,New Mexico
Santa Cruz Site 3 Dam,Rio Arriba_NM,NM,poor,high,2016-10-14,1962,36.0189,-105.9604,New Mexico
Santa Cruz Site 3A Dam,Rio Arriba_NM,NM,poor,high,2016-10-14,1972,36.02,-105.9542,New Mexico
Santa Cruz Site 5 Dam,Rio Arriba_NM,NM,poor,high,2016-10-14,1961,36.0028,-105.9875,New Mexico
Santa Cruz Site 6 Dam,Santa Fe_NM,NM,poor,high,2016-10-14,1962,35.9769,-105.9847,New Mexico
Sebastian Martin Bm 1 Dam,Rio Arriba_NM,NM,poor,high,2017-12-14,1978,36.083046,-106.084799,New Mexico
Sebastian Martin Site 18 Dam,Rio Arriba_NM,NM,poor,high,2017-03-29,1985,36.09276,-106.0376,New Mexico
Sebastian Martin Site 4 Dam,Rio Arriba_NM,NM,poor,high,2017-03-29,1977,36.1041,-106.071393,New Mexico
Sebastian Martin Site 5 Dam,Rio Arriba_NM,NM,poor,high,2017-03-29,1981,36.108268,-106.06648100000001,New Mexico
Sebastian Martin Site 6 Dam,Rio Arriba_NM,NM,poor,high,2017-03-29,1973,36.1127,-106.0602,New Mexico
Sibley Green Site 4,Sierra_NM,NM,poor,high,2015-06-02,1974,32.75874,-107.34754,New Mexico
Sibley Green Site 5,Sierra_NM,NM,poor,high,2018-02-27,1977,32.74635,-107.32686000000001,New Mexico
Spring Canyon Dam,Dona Ana_NM,NM,poor,high,2014-02-05,1940,32.64028,-107.15766,New Mexico
Springer Dam No. 2,Colfax_NM,NM,poor,high,2017-04-19,1964,36.3929,-104.6153,New Mexico
St. Anne'S Dam,Sierra_NM,NM,poor,high,2015-03-04,1960,33.14059,-107.24337,New Mexico
T Or C Site 8C Dam,Sierra_NM,NM,poor,high,2015-06-02,1981,33.12661,-107.30431000000002,New Mexico
Thirtieth Street Dam,San Juan_NM,NM,poor,high,2015-02-09,1979,36.756,-108.17299999999999,New Mexico
Throttle Dam No. 2,Colfax_NM,NM,poor,high,2016-05-05,1914,36.8272,-104.2274,New Mexico
Tortugas Site 1 Dam,Dona Ana_NM,NM,poor,high,2015-11-17,1962,32.291270000000004,-106.72765,New Mexico
Tortugas Site 2 Dam,Dona Ana_NM,NM,poor,high,2015-11-17,1962,32.270635,-106.74238899999999,New Mexico
Upper Gila Valley Site No. 1 Dam,Grant_NM,NM,poor,high,2018-05-23,1962,32.966801000000004,-108.56406899999999,New Mexico
Upper Gila Valley Site No. 10 Dam,Grant_NM,NM,poor,high,2018-05-23,1963,33.00953,-108.57437,New Mexico
Upper Gila Valley Site No. 11 Dam,Grant_NM,NM,poor,high,2018-05-23,1963,33.00724,-108.59623300000001,New Mexico
Upper Gila Valley Site No. 12 Dam,Grant_NM,NM,poor,high,2018-05-23,1963,32.97918,-108.59953999999999,New Mexico
Upper Gila Valley Site No. 3 Dam,Grant_NM,NM,poor,high,2018-05-23,1962,32.979925,-108.561581,New Mexico
Upper Gila Valley Site No. 4 Dam,Grant_NM,NM,poor,high,2018-05-24,1962,32.990804,-108.55191200000002,New Mexico
Upper Gila Valley Site No. 6 Dam,Grant_NM,NM,poor,high,2018-05-24,1963,33.003917,-108.53058999999999,New Mexico
Upper Gila Valley Site No. 7 Dam,Grant_NM,NM,poor,high,2018-05-23,1962,33.024941999999996,-108.550102,New Mexico
Upper Gila Valley Site No. 8 Dam,Grant_NM,NM,poor,high,2018-05-23,1963,33.019935,-108.55843,New Mexico
Upper Gila Valley Site No. 9 Dam,Grant_NM,NM,poor,high,2018-05-23,1962,33.0176,-108.5636,New Mexico
Upper Penasco Site 1,Otero_NM,NM,poor,high,2018-01-24,1960,32.8428,-105.56631000000002,New Mexico
Upper Penasco Site 2,Otero_NM,NM,poor,high,2015-06-03,1959,32.86345,-105.50638000000001,New Mexico
Upper Penasco Site 3A,Otero_NM,NM,poor,high,2015-06-03,1959,32.88306,-105.49196,New Mexico
Upper Rio Hondo Site No. 1 Dam,Lincoln_NM,NM,poor,high,2016-03-23,1959,33.533989,-105.48016799999999,New Mexico
Ute Creek Dam,Colfax_NM,NM,poor,high,2016-05-05,1913,36.579957,-105.122545,New Mexico
Webster Dam,Colfax_NM,NM,poor,high,2017-05-25,1909,36.48253,-105.01102,New Mexico
Cave Creek Dam,White Pine_NV,NV,poor,high,2017-05-22,1932,39.1897,-114.7,Nevada
Greil Dam,Washoe_NV,NV,poor,high,2018-03-09,1955,39.2468,-119.75200000000001,Nevada
Herman Dam,Washoe_NV,NV,poor,high,2017-08-17,1955,39.5481,-119.825,Nevada
Smith Creek Dam,Lander_NV,NV,poor,high,2018-04-03,1938,39.384,-117.63600000000001,Nevada
Spring Creek Dam #1,Elko_NV,NV,poor,high,2017-05-16,1972,40.7417,-115.571,Nevada
Verdi Meadows Wastewater Disposal Dam,Washoe_NV,NV,poor,high,2017-08-29,1973,39.5276,-119.97200000000001,Nevada
Altiers Lake Dam,Perry_OH,OH,poor,high,2017-05-18,1949,39.6511111111111,-82.0963888888889,Ohio
Amicks Upground Reservoir,Morrow_OH,OH,poor,high,2016-10-11,1968,40.7055555555556,-82.8227777777778,Ohio
Apple Valley Lake Dam,Knox_OH,OH,poor,high,2015-11-24,1971,40.4194444444444,-82.3430555555556,Ohio
Ashtabula County Outdoor Club Lake Dam,Ashtabula_OH,OH,poor,high,2018-05-17,1928,41.8763888888889,-80.71055555555559,Ohio
Athens Fish And Game Club Lake Dam,Athens_OH,OH,unsatisfactory,high,2016-11-15,1938,39.300833333333294,-82.27472222222221,Ohio
Ballville Dam,Sandusky_OH,OH,poor,high,2013-09-24,1911,41.3263888888889,-83.1363888888889,Ohio
Barnesville Lake Dam,Belmont_OH,OH,poor,high,2017-10-24,1969,39.9986111111111,-81.18194444444441,Ohio
Barnesville Reservoir No. 2 Dam,Belmont_OH,OH,poor,high,2017-10-24,1936,39.970833333333296,-81.1561111111111,Ohio
Bellevue Upground Reservoir No. 1,Huron_OH,OH,poor,high,2018-06-19,1874,41.268333333333295,-82.8266666666667,Ohio
Bellevue Upground Reservoir No. 3,Huron_OH,OH,poor,high,2018-06-19,1900,41.27,-82.825,Ohio
Bellevue Upground Reservoir No. 4,Huron_OH,OH,poor,high,2018-06-19,1919,41.261666666666706,-82.8233333333333,Ohio
Belmont Hills Country Club Lake Dam,Belmont_OH,OH,poor,high,2017-11-08,1940,40.0638888888889,-80.9433333333333,Ohio
Blanchester Reservoir No. 3 Dam,Clinton_OH,OH,poor,high,2014-10-22,1934,39.287222222222205,-83.9783333333333,Ohio
Blanchester Reservoir No. 4 Dam,Clinton_OH,OH,unsatisfactory,high,2014-10-22,1950,39.286111111111104,-83.9711111111111,Ohio
Briarwood Sportsman'S Club No. 11 Dam,Logan_OH,OH,poor,high,2014-11-10,1976,40.3638888888889,-83.69944444444441,Ohio
Brightwood Lake Dam,Lake_OH,OH,poor,high,2016-05-26,1967,41.6783333333333,-81.2694444444444,Ohio
Brimfield Lake Dam,Portage_OH,OH,poor,high,2017-06-28,1959,41.0927777777778,-81.3566666666667,Ohio
Brye Lake Dam,Medina_OH,OH,poor,high,2015-05-21,1988,41.0533333333333,-81.7438888888889,Ohio
Bucyrus Reservoir No. 1 Dam,Crawford_OH,OH,poor,high,2018-05-15,1900,40.8269444444444,-82.9380555555556,Ohio
Bucyrus Reservoir No. 3 Dam,Crawford_OH,OH,poor,high,2018-05-16,1955,40.827222222222204,-82.9333333333333,Ohio
Camp Greenwood Lake Dam,Delaware_OH,OH,poor,high,2016-10-12,1875,40.309722222222206,-83.05555555555559,Ohio
Camp Whitewood Lake Dam,Ashtabula_OH,OH,poor,high,2016-03-29,1967,41.52722222222221,-80.9661111111111,Ohio
Cedarville Upground Reservoir,Greene_OH,OH,poor,high,2014-10-30,1963,39.7411111111111,-83.815,Ohio
Chateau Lakes No. 2 Dam,Hamilton_OH,OH,poor,high,2016-04-26,1975,39.1883333333333,-84.6466666666667,Ohio
Clark Lake Dam,Clark_OH,OH,poor,high,2014-10-23,1957,39.948333333333295,-83.66,Ohio
Clear Fork Reservoir Dam,Richland_OH,OH,poor,high,2015-11-12,1949,40.6980555555556,-82.6063888888889,Ohio
Comet Lake Dam,Summit_OH,OH,poor,high,2015-06-30,1922,40.922777777777796,-81.5258333333333,Ohio
Crooksville Reservoir No. 1 Dam,Morgan_OH,OH,poor,high,2013-09-26,1934,39.7611111111111,-82.0472222222222,Ohio
Crooksville Reservoir No. 2 Dam,Morgan_OH,OH,poor,high,2013-09-26,1945,39.764722222222204,-82.04333333333331,Ohio
Dale Walborn Reservoir Dam,Stark_OH,OH,poor,high,2016-05-04,1971,40.973055555555604,-81.17777777777779,Ohio
Deer Lake Dam,Muskingum_OH,OH,poor,high,2013-11-06,1957,39.8811111111111,-82.1013888888889,Ohio
Delta Reservoir No. 1,Fulton_OH,OH,poor,high,2017-09-19,1933,41.589444444444396,-84.0122222222222,Ohio
East Reservoir Dam,Summit_OH,OH,poor,high,2015-08-18,1840,41.0011111111111,-81.5316666666667,Ohio
Echo Lake Dam,Miami_OH,OH,poor,high,2014-10-23,1876,40.1561111111111,-84.2602777777778,Ohio
Forest Hill Park Dam No. 2,Cuyahoga_OH,OH,poor,high,2018-06-06,1963,41.5208333333333,-81.5786111111111,Ohio
Forked Run Lake Dam,Meigs_OH,OH,poor,high,2017-04-04,1952,39.091666666666704,-81.7677777777778,Ohio
Franz Pond Dam,Miami_OH,OH,poor,high,2014-10-23,1876,40.151666666666706,-84.2583333333333,Ohio
Galley Hill Lake Dam,Clermont_OH,OH,poor,high,2014-11-06,1960,39.1388888888889,-84.1991666666667,Ohio
Gorge Plant Dam,Summit_OH,OH,poor,high,2017-04-13,1912,41.1230555555556,-81.4972222222222,Ohio
Grand Lake St. Marys - West Embankment,Mercer_OH,OH,poor,high,2014-10-30,1841,40.535,-84.5733333333333,Ohio
Greenwich Reservoir Dam,Huron_OH,OH,poor,high,2016-10-19,1921,41.026388888888896,-82.5158333333333,Ohio
Hammertown Lake Dam,Jackson_OH,OH,poor,high,2017-10-04,1954,39.0563888888889,-82.6847222222222,Ohio
Hargus Lake Dam,Pickaway_OH,OH,poor,high,2017-10-18,1956,39.6263888888889,-82.88611111111109,Ohio
Hickory Hills Park Lake Dam,Portage_OH,OH,poor,high,2016-04-21,1958,41.112777777777794,-81.2183333333333,Ohio
Highlandtown Lake Dam,Columbiana_OH,OH,poor,high,2014-06-17,1966,40.6377777777778,-80.7486111111111,Ohio
Hinckley Lake Dam,Medina_OH,OH,poor,high,2014-05-06,1928,41.2263888888889,-81.7202777777778,Ohio
Hollenbeck Lake Dam,Cuyahoga_OH,OH,poor,high,2017-05-03,1953,41.370833333333294,-81.7436111111111,Ohio
Hunters Run Structure No. 3,Fairfield_OH,OH,poor,high,2017-05-23,1960,39.699166666666706,-82.65916666666669,Ohio
Hunters Run Structure R-42,Fairfield_OH,OH,poor,high,2017-05-24,1959,39.738333333333294,-82.745,Ohio
Indian Lake Dam,Logan_OH,OH,poor,high,2014-11-13,1852,40.4675,-83.8755555555556,Ohio
Indian Lakes Rec. Area Lower Lake Dam,Guernsey_OH,OH,poor,high,2017-09-20,1962,39.9466666666667,-81.5711111111111,Ohio
International Animal Preserve Pond Dam #10,Muskingum_OH,OH,poor,high,2017-11-16,1976,39.8369444444444,-81.7333333333333,Ohio
Jisco Lake Dam,Jackson_OH,OH,poor,high,2017-10-04,1952,39.0305555555556,-82.6722222222222,Ohio
Knox Cattle Company Dam,Knox_OH,OH,poor,high,2015-11-18,1945,40.3955555555556,-82.44722222222221,Ohio
Knox Lake Dam,Knox_OH,OH,poor,high,2015-11-19,1954,40.496388888888895,-82.5266666666667,Ohio
Lake Alma Dam,Vinton_OH,OH,poor,high,2016-11-15,1902,39.144444444444396,-82.5175,Ohio
Lake Cable Dam,Stark_OH,OH,poor,high,2015-05-14,1926,40.86,-81.4533333333333,Ohio
Lake Damascus Dam,Knox_OH,OH,poor,high,2016-05-11,2010,40.345833333333296,-82.66611111111109,Ohio
Lake Hamilton Dam,Mahoning_OH,OH,poor,high,2016-05-09,1905,41.036666666666704,-80.5925,Ohio
Lake Lamberjack Upground Reservoir,Hancock_OH,OH,poor,high,2016-05-19,1919,41.1563888888889,-83.43194444444441,Ohio
Lake Loramie Dam,Shelby_OH,OH,poor,high,2014-10-27,1844,40.3575,-84.3588888888889,Ohio
Lake Lucerne Dam,Geauga_OH,OH,poor,high,2014-05-08,1922,41.3988888888889,-81.3458333333333,Ohio
Lake Milton Dam,Mahoning_OH,OH,poor,high,2016-04-20,1916,41.1272222222222,-80.9777777777778,Ohio
Lake Rockwell Dam,Portage_OH,OH,poor,high,2013-05-16,1913,41.182777777777794,-81.3311111111111,Ohio
Lake Rupert Dam,Vinton_OH,OH,poor,high,2016-11-15,1968,39.1763888888889,-82.5208333333333,Ohio
Lake Wapusun Dam,Wayne_OH,OH,poor,high,2015-11-19,1969,40.714166666666706,-82.1133333333333,Ohio
Lake White Dam,Pike_OH,OH,poor,high,2014-09-24,1935,39.106111111111105,-83.0091666666667,Ohio
Lilley Lake Dam,Warren_OH,OH,poor,high,2014-10-16,1954,39.3844444444444,-84.1338888888889,Ohio
Long'S Retreat Lake Dam,Pike_OH,OH,poor,high,2017-10-12,1970,39.0872222222222,-83.3183333333333,Ohio
Lower Jeffco Lake Dam,Ashtabula_OH,OH,poor,high,2016-06-08,1963,41.565,-80.64388888888891,Ohio
Lower Shaker Lake Dam,Cuyahoga_OH,OH,poor,high,2018-04-18,1830,41.49,-81.58166666666669,Ohio
Margaret Creek Structure No. 6,Athens_OH,OH,poor,high,2017-03-29,1967,39.3027777777778,-82.1847222222222,Ohio
Mckelvey Lake Dam,Mahoning_OH,OH,poor,high,2016-05-09,1926,41.105,-80.5944444444444,Ohio
Mineral Ridge Dam,Trumbull_OH,OH,poor,high,2016-04-20,1932,41.15333333333329,-80.7791666666667,Ohio
Muskingum College Lake Dam,Muskingum_OH,OH,poor,high,2017-12-07,1935,39.9975,-81.7352777777778,Ohio
Naji Lake Dam,Ashtabula_OH,OH,poor,high,2016-03-29,1963,41.518333333333295,-80.9836111111111,Ohio
Nimisila Reservoir Dam,Summit_OH,OH,poor,high,2015-06-16,1936,40.926666666666705,-81.5233333333333,Ohio
North Reservoir Dam,Summit_OH,OH,poor,high,2015-08-18,1840,41.0055555555556,-81.5508333333333,Ohio
Old Man'S Cave Lake Dam,Hocking_OH,OH,poor,high,2017-10-18,1972,39.425,-82.53805555555559,Ohio
Paradise Lakes - North Lake Dam,Preble_OH,OH,poor,high,2016-04-20,1946,39.6119444444444,-84.5086111111111,Ohio
Paradise Lakes - South Lake Dam,Preble_OH,OH,poor,high,2016-04-20,1946,39.61,-84.5091666666667,Ohio
Pine Lake Estates Dam,Fairfield_OH,OH,poor,high,2017-03-29,1962,39.6613888888889,-82.5977777777778,Ohio
Pine Valley Sportsmen'S Lake No. 4 Dam,Jefferson_OH,OH,poor,high,2017-11-02,1964,40.2875,-80.8727777777778,Ohio
Pleasant Valley Lake Dam,Trumbull_OH,OH,poor,high,2016-05-17,1925,41.20722222222221,-80.6761111111111,Ohio
Powers Upground Reservoir,Crawford_OH,OH,poor,high,2016-10-11,1954,40.7180555555556,-82.8033333333333,Ohio
